customer_id,first_name,last_name,gender,DOB,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,address_id,property_valuation
87,Fields,Langdon,Male,1974-04-23 00:00:00,Editor,Financial Services,Mass Customer,N,No,86,9
88,Malynda,Tumber,Female,1966-02-03 00:00:00,Help Desk Operator,Property,High Net Worth,N,Yes,87,10
89,Benedicto,Hoxey,Male,1967-01-22 00:00:00,Speech Pathologist,Health,Mass Customer,N,Yes,88,10
90,Cary,Garron,Male,1984-11-12 00:00:00,Quality Control Specialist,Manufacturing,Mass Customer,N,No,89,7
91,Dylan,Meaker,Male,1955-02-24 00:00:00,Senior Financial Analyst,Financial Services,Affluent Customer,N,Yes,90,10
92,Jodee,Judkins,Female,1980-09-11 00:00:00,Recruiting Manager,Health,Mass Customer,N,No,91,11
93,Gordon,Gowar,Male,1976-07-16 00:00:00,Project Manager,Retail,Mass Customer,N,Yes,92,8
94,Wallache,Simchenko,Male,1974-08-07 00:00:00,Civil Engineer,Manufacturing,Mass Customer,N,No,93,10
95,Nomi,Mallinder,Female,1960-12-25 00:00:00,Software Engineer III,Manufacturing,Affluent Customer,N,Yes,94,9
96,Heath,Olford,Male,1968-08-31 00:00:00,Nuclear Power Engineer,Manufacturing,Mass Customer,N,No,95,12
97,Arne,Corain,Male,1979-07-27 00:00:00,Community Outreach Specialist,Financial Services,Mass Customer,N,Yes,96,10
98,Allianora,Babalola,Female,1956-03-17 00:00:00,Safety Technician IV,Health,Mass Customer,N,No,97,9
99,Reggie,Mulliner,Male,1998-06-13 00:00:00,VP Accounting,Financial Services,Mass Customer,N,No,98,12
100,Tripp,Steed,Male,1968-05-11 00:00:00,General Manager,Financial Services,Mass Customer,N,Yes,99,10
101,Goran,Kwietek,Male,1975-12-29 00:00:00,Nurse Practicioner,Manufacturing,High Net Worth,N,No,100,10
102,Langsdon,Tranfield,Male,1956-11-27 00:00:00,Quality Control Specialist,Manufacturing,Affluent Customer,N,No,101,9
103,Ethyl,Runham,Female,1997-04-21 00:00:00,Product Engineer,Financial Services,Affluent Customer,N,Yes,102,12
104,Odille,Panketh,Female,1978-06-06 00:00:00,Automation Specialist II,Health,Mass Customer,N,Yes,103,8
105,Maribeth,Pristnor,Female,2001-09-17 00:00:00,Recruiting Manager,Manufacturing,Mass Customer,N,No,104,11
106,Glyn,,Male,1966-07-03 00:00:00,Software Test Engineer III,Health,High Net Worth,N,Yes,105,8
107,Pris,Stallebrass,Female,1990-07-01 00:00:00,Nurse Practicioner,Financial Services,Mass Customer,N,Yes,106,12
108,Kayle,Mingaud,Female,1994-03-14 00:00:00,,,High Net Worth,N,No,107,11
109,Cody,Blabey,Male,1978-12-11 00:00:00,Marketing Assistant,,Affluent Customer,N,Yes,108,4
110,Sascha,St. Quintin,Male,2000-07-31 00:00:00,,Financial Services,Affluent Customer,N,No,109,9
111,Cele,Evason,Female,1993-08-29 00:00:00,Analyst Programmer,,Mass Customer,N,No,110,1
112,Shena,Parren,Female,1975-08-12 00:00:00,Marketing Manager,Retail,High Net Worth,N,No,111,8
113,Gage,Nickless,Male,1956-05-06 00:00:00,Staff Scientist,,Mass Customer,N,No,112,6
114,Sunny,Swindells,Female,1985-10-23 00:00:00,Teacher,Entertainment,Affluent Customer,N,No,113,10
115,Alberik,Mereweather,Male,1981-12-21 00:00:00,Account Executive,Health,Mass Customer,N,No,114,7
116,Scottie,Swiffen,Male,1999-02-05 00:00:00,Assistant Professor,Manufacturing,Affluent Customer,N,Yes,115,2
117,Nance,Suttling,Female,1982-02-23 00:00:00,Marketing Manager,Manufacturing,Mass Customer,N,No,116,9
118,Prentice,Pearmain,Male,1959-11-12 00:00:00,Budget/Accounting Analyst IV,,High Net Worth,N,No,117,2
119,Willey,Chastanet,Male,1981-12-04 00:00:00,Associate Professor,,High Net Worth,N,Yes,118,8
120,Sloan,Wagg,Male,1978-09-02 00:00:00,Legal Assistant,Financial Services,High Net Worth,N,Yes,119,8
121,Myles,Pauncefort,Male,1957-10-02 00:00:00,Graphic Designer,Manufacturing,Mass Customer,N,No,120,10
122,Colver,Itter,Male,1979-04-19 00:00:00,Quality Control Specialist,Financial Services,Mass Customer,N,Yes,121,4
123,Almeta,Kalinsky,Female,1988-12-03 00:00:00,Analyst Programmer,Financial Services,High Net Worth,N,No,122,1
124,Kath,Cunney,Female,1995-05-03 00:00:00,Administrative Assistant II,Health,High Net Worth,N,Yes,123,5
125,Darrelle,Antoniewski,Female,1960-03-17 00:00:00,Computer Systems Analyst II,Property,Mass Customer,N,No,124,9
126,Norman,Cliff,Male,1992-10-15 00:00:00,Administrative Officer,Health,Mass Customer,N,Yes,125,7
127,Merrili,Whitear,Female,1974-12-03 00:00:00,Compensation Analyst,Financial Services,Mass Customer,N,No,126,3
128,Isidro,Cypler,Male,1977-07-17 00:00:00,Systems Administrator III,Property,Mass Customer,N,Yes,127,8
129,Weidar,Silkstone,Male,1985-07-20 00:00:00,Financial Advisor,Financial Services,High Net Worth,N,Yes,128,1
130,Raddy,Delete,Male,1997-07-18 00:00:00,Chemical Engineer,Manufacturing,Mass Customer,N,No,129,11
131,Jana,Renyard,Female,1964-10-16 00:00:00,Administrative Officer,Retail,High Net Worth,N,No,130,6
132,Celesta,Willavoys,Female,1963-07-07 00:00:00,Web Designer I,Manufacturing,Mass Customer,N,Yes,131,3
133,Eldridge,Fiddeman,Male,1977-06-13 00:00:00,VP Accounting,Financial Services,Mass Customer,N,Yes,132,10
134,Merna,McCulloch,Female,1997-08-01 00:00:00,Legal Assistant,Telecommunications,Affluent Customer,N,Yes,133,9
135,Rosalia,Sigart,Female,1975-01-18 00:00:00,Internal Auditor,IT,Mass Customer,N,No,134,1
136,Mel,Bennet,Male,1973-05-26 00:00:00,Senior Developer,Manufacturing,High Net Worth,N,Yes,135,9
137,Vaughn,Artin,Male,1987-11-21 00:00:00,Office Assistant II,Property,High Net Worth,N,No,136,11
138,Onofredo,Franc,Male,1985-04-28 00:00:00,Recruiter,Financial Services,Affluent Customer,N,Yes,137,9
139,Gar,,Male,1964-07-28 00:00:00,Operator,Telecommunications,Affluent Customer,N,No,138,6
140,Morrie,Flaxon,Male,1994-05-20 00:00:00,Programmer Analyst III,Manufacturing,Mass Customer,N,No,139,3
141,Townsend,Trobe,Male,1954-06-25 00:00:00,Teacher,Financial Services,High Net Worth,N,Yes,140,5
142,Bentley,Fortesquieu,Male,1967-08-07 00:00:00,Quality Engineer,Health,Affluent Customer,N,No,141,11
143,Kendall,Figg,Male,1957-09-01 00:00:00,Operator,Argiculture,Mass Customer,N,Yes,142,11
144,Jory,Barrabeale,U,,Environmental Tech,IT,Mass Customer,N,No,143,8
145,Filippo,Ferrara,Male,1997-07-21 00:00:00,Account Executive,Financial Services,Mass Customer,N,No,144,7
146,Ricoriki,Matlock,Male,1985-04-08 00:00:00,Quality Control Specialist,Manufacturing,Mass Customer,N,No,145,7
147,Rea,Pattrick,Female,1973-12-06 00:00:00,Analog Circuit Design manager,Health,Mass Customer,N,Yes,146,9
148,Jaquith,Maffey,Female,1981-05-08 00:00:00,Programmer Analyst III,,Mass Customer,N,Yes,147,12
149,Drucy,Kausche,Female,1995-01-31 00:00:00,Research Nurse,Health,Mass Customer,N,Yes,148,8
150,Bradly,Crosse,Male,1983-08-23 00:00:00,Cost Accountant,Financial Services,Affluent Customer,N,No,149,8
151,Donnie,Brimson,Male,1965-01-31 00:00:00,Marketing Manager,Manufacturing,Mass Customer,N,Yes,150,10
152,Stephana,Cardew,Female,1981-03-03 00:00:00,Compensation Analyst,Financial Services,Mass Customer,N,No,151,11
153,Lorilyn,Walshe,Female,1977-07-28 00:00:00,Assistant Media Planner,Entertainment,Mass Customer,N,Yes,152,8
154,Faydra,Dulieu,Female,1958-02-13 00:00:00,Junior Executive,,Mass Customer,N,No,153,6
155,Orran,Bogges,Male,1985-12-28 00:00:00,Quality Engineer,Manufacturing,Mass Customer,N,No,154,10
156,Shayla,Rimmington,Female,1979-09-09 00:00:00,Cost Accountant,Financial Services,Mass Customer,N,Yes,155,11
157,Chad,Houtby,Male,1974-11-23 00:00:00,Financial Advisor,Financial Services,Affluent Customer,N,No,156,10
158,Hamlin,Odams,Male,1984-09-03 00:00:00,Internal Auditor,,Affluent Customer,N,No,157,10
159,Arin,Matskevich,Male,1987-05-12 00:00:00,Research Nurse,Health,Affluent Customer,N,No,158,10
160,Wake,Durning,Male,1964-07-15 00:00:00,Registered Nurse,Health,Mass Customer,N,No,159,4
161,Tadd,Bloss,Male,1976-01-21 00:00:00,,,Mass Customer,N,No,160,10
162,Port,Acuna,Male,1979-08-12 00:00:00,Nurse Practicioner,IT,Mass Customer,N,No,161,4
163,Kessia,Helder,Female,1976-09-06 00:00:00,Librarian,Entertainment,High Net Worth,N,Yes,162,6
164,Aarika,Van Vuuren,Female,1999-08-07 00:00:00,Senior Editor,Retail,Affluent Customer,N,Yes,163,6
165,Aldon,Roelofs,Male,1984-03-25 00:00:00,Administrative Officer,Argiculture,Mass Customer,N,Yes,164,9
166,Elston,Oleszczak,Male,1955-06-12 00:00:00,Structural Analysis Engineer,Manufacturing,Affluent Customer,N,No,165,8
167,Nathalie,Tideswell,Female,1969-10-27 00:00:00,,Health,High Net Worth,N,Yes,166,11
168,Reggie,Broggetti,U,,General Manager,IT,Affluent Customer,N,Yes,167,4
169,Alfy,Bruhnke,Male,1957-10-19 00:00:00,Data Coordiator,Telecommunications,High Net Worth,N,Yes,168,8
170,Jammal,Gever,Male,1975-06-02 00:00:00,Pharmacist,Health,High Net Worth,N,No,169,9
171,Halli,Davidoff,Female,1970-12-04 00:00:00,Assistant Manager,Manufacturing,Mass Customer,N,No,170,11
172,Hilton,Carney,Male,1988-09-12 00:00:00,Editor,Manufacturing,Affluent Customer,N,Yes,171,8
173,Ebba,Hanselmann,Female,1997-01-02 00:00:00,General Manager,Health,Affluent Customer,N,No,172,5
174,Catie,Tosspell,Female,1989-11-26 00:00:00,Food Chemist,Health,Mass Customer,N,No,173,7
175,Templeton,Hambrook,Male,1975-11-28 00:00:00,Quality Engineer,Manufacturing,Affluent Customer,N,No,174,9
176,Angelo,Clayal,Male,1992-04-13 00:00:00,Accountant I,Property,Mass Customer,N,No,175,8
177,Ondrea,Pablos,Female,1989-11-09 00:00:00,Professor,Financial Services,High Net Worth,N,No,176,1
178,Matthieu,Bertelmot,Male,1967-04-03 00:00:00,,,Affluent Customer,N,No,177,4
179,Esteban,Sewill,Male,1966-05-11 00:00:00,Environmental Tech,Manufacturing,High Net Worth,N,Yes,178,10
180,Trisha,Neasham,Female,1971-09-17 00:00:00,Web Designer III,Argiculture,Affluent Customer,N,No,179,1
181,Pavla,Braunle,Female,1982-11-21 00:00:00,Senior Editor,Manufacturing,Mass Customer,N,No,180,5
182,Lydon,Dahlman,Male,1992-11-20 00:00:00,Sales Associate,Financial Services,Affluent Customer,N,Yes,181,7
183,Dannie,Hissie,Female,1997-08-05 00:00:00,Geologist III,Retail,Affluent Customer,N,No,182,10
184,Nappie,Paolo,Male,1971-12-13 00:00:00,Marketing Manager,Manufacturing,High Net Worth,N,Yes,183,11
185,Crosby,Walcot,Male,1979-12-13 00:00:00,,Property,Mass Customer,N,Yes,184,4
186,Mireielle,Jeppe,Female,1974-05-06 00:00:00,Software Test Engineer I,Financial Services,Mass Customer,N,No,185,9
187,Pincas,Ather,Male,1954-01-28 00:00:00,Structural Engineer,,Mass Customer,N,No,186,7
188,Audry,Seine,Female,1975-06-22 00:00:00,Safety Technician II,Property,High Net Worth,N,Yes,187,6
189,Umberto,Torricella,Male,1981-07-19 00:00:00,Safety Technician I,Financial Services,Affluent Customer,N,No,188,7
190,Hayley,Girardengo,Female,1979-02-04 00:00:00,Registered Nurse,Health,Affluent Customer,N,No,189,5
191,Christopher,Heining,Male,1960-04-27 00:00:00,Help Desk Operator,,Affluent Customer,N,Yes,190,9
192,Goldi,Osler,Female,1978-11-19 00:00:00,Junior Executive,Health,Mass Customer,N,Yes,191,8
193,Foss,Hardes,Male,1964-07-22 00:00:00,Recruiting Manager,Manufacturing,Mass Customer,N,Yes,192,12
194,Ursala,Ferrai,Female,1974-11-16 00:00:00,Web Developer III,Financial Services,Affluent Customer,N,No,193,7
195,Talyah,Rylatt,Female,1958-11-14 00:00:00,Project Manager,Manufacturing,Mass Customer,N,No,194,8
196,Swen,Odhams,Male,1966-02-22 00:00:00,Programmer Analyst II,Manufacturing,High Net Worth,N,No,195,2
197,Avis,,Female,1977-01-27 00:00:00,,,High Net Worth,N,No,196,9
198,Vanya,Gumb,Female,1981-11-29 00:00:00,Assistant Media Planner,Entertainment,Mass Customer,N,No,197,5
199,Verla,Alven,Female,1978-02-13 00:00:00,Junior Executive,Health,Mass Customer,N,Yes,198,11
200,Hube,Weald,Male,1957-02-04 00:00:00,Physical Therapy Assistant,Property,Affluent Customer,N,Yes,199,10
201,Salem,Huie,Male,1966-04-20 00:00:00,Design Engineer,Manufacturing,Mass Customer,N,Yes,200,9
202,Audie,Pillinger,Female,1963-06-24 00:00:00,Librarian,Entertainment,Affluent Customer,N,Yes,201,9
203,Donovan,Conry,Male,1964-01-13 00:00:00,Senior Quality Engineer,Argiculture,Mass Customer,N,Yes,202,8
204,Thorny,Hackworth,Male,1976-10-01 00:00:00,Editor,Financial Services,Mass Customer,N,No,203,7
205,Rolfe,Kellard,Male,1958-12-01 00:00:00,Administrative Assistant II,Financial Services,Mass Customer,N,Yes,204,11
206,Mari,Chevolleau,Female,1954-07-19 00:00:00,Statistician I,,Mass Customer,N,Yes,205,9
207,Adena,Whyman,Female,1994-08-10 00:00:00,,,Mass Customer,N,No,206,10
208,Rutter,Excell,Male,1994-10-31 00:00:00,Office Assistant III,Property,High Net Worth,N,No,207,4
209,Udall,Bellard,Male,1957-08-28 00:00:00,Analog Circuit Design manager,,Affluent Customer,N,Yes,208,4
210,Albrecht,Thomasson,Male,1963-11-18 00:00:00,Assistant Manager,Property,Mass Customer,N,No,209,9
211,Beitris,,Female,1974-03-04 00:00:00,VP Marketing,Manufacturing,Mass Customer,N,Yes,210,3
212,Nanice,Ellse,Female,2001-11-19 00:00:00,Desktop Support Technician,IT,Affluent Customer,N,No,211,10
213,Lockwood,Exroll,Male,1996-05-14 00:00:00,Actuary,Financial Services,High Net Worth,N,Yes,212,11
214,Jeramie,Cellier,Male,1957-11-29 00:00:00,Food Chemist,Health,Mass Customer,N,No,213,8
215,Debera,Foxworthy,Female,1974-06-24 00:00:00,Assistant Professor,Retail,High Net Worth,N,Yes,214,8
216,Cinderella,Parcall,Female,1995-01-12 00:00:00,Quality Engineer,Financial Services,High Net Worth,N,Yes,215,8
217,Jeralee,Quartly,Female,1979-12-09 00:00:00,,Manufacturing,High Net Worth,N,No,216,8
218,Stefa,Dunnan,Female,1993-08-06 00:00:00,Administrative Officer,Property,High Net Worth,N,Yes,217,11
219,Markus,Mughal,Male,1964-11-25 00:00:00,Database Administrator III,Health,Mass Customer,N,No,218,7
220,Jeniffer,Apark,Female,1954-05-10 00:00:00,Electrical Engineer,Manufacturing,High Net Worth,N,No,219,12
221,Mara,Bloore,Female,1980-03-10 00:00:00,Tax Accountant,Manufacturing,Mass Customer,N,No,220,9
222,Nev,Larive,Male,1978-09-03 00:00:00,Clinical Specialist,Health,Mass Customer,N,No,221,7
223,Ossie,Meaton,Male,1983-11-26 00:00:00,VP Sales,,Affluent Customer,N,Yes,222,9
224,Morgun,Girvan,Male,1967-12-03 00:00:00,Compensation Analyst,Financial Services,Affluent Customer,N,No,223,7
225,Brittaney,Pring,Female,1977-03-11 00:00:00,Pharmacist,Health,Affluent Customer,N,No,224,10
226,Bondie,Letty,Male,1977-11-11 00:00:00,Database Administrator IV,Manufacturing,Mass Customer,N,No,225,11
227,Wendall,McKeand,Male,1973-08-14 00:00:00,Accountant I,Entertainment,Mass Customer,N,No,226,10
228,Lucia,Pickervance,Female,1986-05-25 00:00:00,Systems Administrator II,Manufacturing,High Net Worth,N,No,227,9
229,Vaughn,Lambis,Male,1966-03-06 00:00:00,,Property,High Net Worth,N,No,228,10
230,Maegan,Scyone,Female,1954-06-24 00:00:00,Internal Auditor,Property,High Net Worth,N,No,229,10
231,Basile,Winsor,Male,1995-08-05 00:00:00,Design Engineer,Financial Services,Mass Customer,N,Yes,230,8
232,Zaria,Koeppke,Female,1987-11-11 00:00:00,Professor,Retail,Mass Customer,N,No,231,2
233,Art,Barwell,Male,1986-08-08 00:00:00,Environmental Tech,Property,Mass Customer,N,No,232,11
234,Mead,Alpes,Female,1969-08-12 00:00:00,Chief Design Engineer,Retail,High Net Worth,N,No,233,8
235,Leona,Phateplace,Female,1976-12-26 00:00:00,Social Worker,Health,Mass Customer,N,No,234,3
236,Tybalt,Gillingwater,Male,1954-10-30 00:00:00,Research Nurse,Health,Affluent Customer,N,No,235,9
237,Reginald,Dartan,Male,1974-03-07 00:00:00,Account Coordinator,Property,High Net Worth,N,Yes,236,7
238,Max,Bilborough,Male,1984-02-04 00:00:00,Programmer III,,Mass Customer,N,Yes,237,9
239,Wells,Pressman,Male,1992-12-13 00:00:00,Registered Nurse,Health,Affluent Customer,N,No,238,8
240,Gavin,Fawks,Male,1989-07-28 00:00:00,Administrative Assistant III,IT,High Net Worth,N,Yes,239,6
241,Quillan,Duigan,Male,1987-05-09 00:00:00,Quality Engineer,Entertainment,Mass Customer,N,No,240,1
242,Taite,Droghan,Male,1992-03-20 00:00:00,Nurse,Property,Affluent Customer,N,No,241,5
243,Barbara,Croxley,Female,1976-09-02 00:00:00,Teacher,Manufacturing,High Net Worth,N,Yes,242,4
244,Germayne,Sperry,Male,1974-11-25 00:00:00,,Retail,Affluent Customer,N,No,243,10
245,Noell,Grahlmans,Female,2001-09-26 00:00:00,Associate Professor,Financial Services,Affluent Customer,N,No,244,11
246,Binny,Whight,Female,1991-02-28 00:00:00,Technical Writer,Manufacturing,High Net Worth,N,No,245,10
247,Kristal,Joysey,Female,1983-05-06 00:00:00,Staff Accountant II,Financial Services,High Net Worth,N,Yes,246,8
248,Inger,Eskell,Female,1978-04-15 00:00:00,Clinical Specialist,Health,Affluent Customer,N,Yes,247,7
